0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;33;33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;22;0;0;0;0;0;0;0;0;0;0;0;33;33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;22;0
0;33;3;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;2;2;6;6;6;6;6;6;6;6;6;6;6;3;3;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;2;22;0
0;0;6;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;6;0;0
0;0;6;7;6;6;6;6;6;7;6;6;6;6;6;6;7;6;6;6;6;7;6;6;6;6;7;6;6;6;6;6;6;6;6;6;7;6;6;6;6;7;6;6;6;6;6;6;6;7;6;0;0
0;0;6;7;6;1;1;1;6;7;6;1;1;1;1;6;7;6;1;1;6;7;6;1;1;6;7;6;1;1;1;1;1;1;1;6;7;6;1;1;6;7;6;1;1;1;1;1;6;7;6;0;0
0;0;6;7;6;1;1;1;6;7;6;1;1;1;1;6;7;6;1;1;6;7;6;1;1;6;7;6;1;1;1;1;1;1;1;6;7;6;1;1;6;7;6;1;1;1;1;1;6;7;6;0;0
0;0;6;7;6;1;1;1;6;7;6;1;1;1;1;6;7;6;1;1;6;7;6;1;1;6;7;6;1;1;1;1;1;1;1;6;7;6;6;6;6;7;6;6;6;6;6;6;6;7;6;0;0
0;0;6;7;6;1;1;1;6;7;6;1;1;1;1;6;7;6;1;1;6;7;6;1;1;6;7;6;1;1;1;1;1;1;1;6;7;7;7;7;7;7;7;7;7;7;7;7;7;7;6;0;0
0;0;6;7;6;6;6;6;6;7;6;6;6;6;6;6;7;6;1;1;6;7;6;1;1;6;7;6;1;1;1;1;1;1;1;6;7;6;6;6;6;7;6;6;6;6;6;6;6;7;6;0;0
0;0;6;7;7;7;7;7;7;7;7;7;7;7;7;7;7;6;6;6;6;7;6;6;6;6;7;6;1;1;6;6;6;6;6;6;7;6;1;1;6;7;6;1;1;1;1;1;6;7;6;0;0
0;0;6;7;6;6;6;6;7;6;6;6;6;6;7;6;7;7;7;7;7;7;7;7;7;7;7;6;1;1;6;7;7;7;7;7;7;6;1;1;6;7;6;1;1;1;1;1;6;7;6;0;0
0;0;6;7;6;1;1;6;7;6;1;1;1;6;7;6;6;6;6;7;6;6;6;6;6;6;7;6;6;6;6;7;6;6;6;6;6;6;1;1;6;7;6;6;6;6;6;6;6;7;6;0;0
0;0;6;7;6;1;1;6;7;6;1;1;1;6;7;6;1;1;6;7;6;1;1;1;1;6;7;7;7;7;7;7;6;1;1;1;1;1;1;1;6;7;7;7;7;7;7;7;7;7;6;0;0
0;0;6;7;6;1;1;6;7;6;1;1;1;6;7;6;1;1;6;7;6;1;1;1;1;6;7;6;6;6;6;7;6;1;1;1;1;1;1;1;6;7;6;6;6;6;6;6;6;7;6;0;0
0;0;6;7;6;1;1;6;7;6;1;1;1;6;7;6;1;1;6;7;6;1;1;1;1;6;7;6;1;1;6;7;6;1;1;1;1;1;1;1;6;7;6;1;1;1;1;1;6;7;6;0;0
